X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
76.427384,10.302143,train,0.015541740187044347,65.40606754190766,0.9740245942182268
76.312475,10.026069,train,0.017585018995654008,78.68123145225141,0.9839259906535142
75.792458,11.922379,train,0.01696934517462516,75.16888059177415,0.9814249460775902
76.876792,10.368755,train,0.001808853052774156,23.05745991550294,0.3461531732607581
76.8507,8.9895,train,0.004482486700206162,30.166239177304064,0.6510731454182147
76.297146,10.452874,train,0.012630192140561408,52.22229495957618,0.9485276505297286
76.430095,9.617545,train,0.01753882607246963,76.92361646750126,0.9837506336507118
75.017644,13.479594,train,0.002959990626320894,27.570391144280542,0.5010619287656168
76.127646,10.386543,train,0.00863191175059287,41.71570782300144,0.8683427013029759
76.319672,9.497347,train,0.02158234174433777,92.33022170879961,0.9937143389380915
76.383987,9.322183,train,0.016032749887249405,70.2060671076161,0.9768541220079394
76.460342,9.369502,train,0.014735385890299593,57.80484754211424,0.9686079392408865
75.523422,12.669963,train,0.0059072136462204805,34.05205750517422,0.7503131148592699
77.179474,9.578407,train,7.536598517389966E-4,19.392425879225975,0.16224320573195883
76.559158,9.681945,train,0.03215085090180908,99.99998382518606,0.9994749018180253
76.415672,9.545402,train,0.01534474482355867,63.85209204438743,0.972794409836286
89.970406,26.024946,train,3.99114227894011E-4,16.050116695122366,0.08948789872599405
75.646362,12.873392,train,0.0015821371395552438,22.37317268772655,0.31038980778274294
75.738182,12.42442,train,0.01375871632174559,54.92087107047296,0.960513245116119
75.676918,12.555066,train,0.012137898175939632,49.710566456396016,0.9422178518730826
76.944443,9.442223,train,0.0034523057346006187,28.57980807851543,0.5555480705777425
75.982132,11.953685,train,0.00618128078997152,35.86798150458215,0.7658804364187617
76.522156,9.591567,train,0.02215693845857231,94.54612149982434,0.9945079379726878
76.338852,9.498067,train,0.01637978268521511,73.47152018415083,0.9786659999727394
73.025737,18.339922,train,0.0017079043058267746,22.842853860603768,0.3304639547240572
76.2333,9.9667,train,0.015014185384139421,59.30622037236859,0.9705978528995167
76.108113,11.350636,train,0.015955071158601657,67.0013082443336,0.9764279262995994
76.601992,8.8709,test,0.0014718104297658115,22.174257812667022,0.2922852047676271
76.359386,10.029178,test,0.007553888563167261,39.57132842658463,0.8304039231827863
76.680688,9.041247,test,0.007080597280199609,38.80560098543537,0.8104616921733702
75.473268,13.08476,test,0.006922178251904866,38.5997829861199,0.8032758958567289
