x,y,raw,cumulative,Cloglog
79.43736318665,26.47902870965,1.49123E-6,0.167973035,0.000350215
92.10402995465,24.104028690649997,1.31982E-4,11.380607289,0.030525601
74.56236314765,13.93736194265,6.77155E-4,19.047990139,0.147052377
86.10402990665,22.520695344649997,3.51893E-5,5.131778764,0.008231554
73.18736313665,18.479028645649997,1.41309E-3,22.068387104,0.282455507
92.52069662465,20.56236199565,3.34519E-7,0.020780378,0.000078572
83.14569654965001,22.02069534065,1.14364E-5,1.597644045,0.002682696
89.35402993265001,24.14569535765,2.55192E-5,3.845593437,0.00597629
79.02069651665,26.52069537665,9.33184E-7,0.086430162,0.000219172
76.31236316165001,25.56236203565,2.7082E-7,0.016058473,0.000063611
72.22902979565,21.687362004649998,1.10895E-6,0.111501768,0.000260449
87.77069658665,25.479028701649998,3.98088E-6,0.504316298,0.000934632
83.56236321965001,28.645695393649998,7.72769E-6,1.018990543,0.001813514
94.39569663965,18.31236197765,1.87342E-4,12.979550432,0.043050583
85.77069657065,32.22902875565,3.86739E-7,0.025391002,0.000090837
85.43736323465001,23.85402868865,1.65981E-5,2.420822057,0.003891147
93.81236330165001,27.062362047649998,1.55042E-4,12.112181434,0.03576261
82.39569654365,30.02069540465,9.16346E-6,1.217045448,0.002150094
94.93736331065,20.64569532965,8.15197E-6,1.074461036,0.001912987
73.06236313565,21.22902866765,2.07724E-5,3.067875467,0.004867346
95.72902998365001,34.312362105649996,5.25005E-8,0.002158929,0.000012332
94.47902997365,32.64569542565,2.65545E-6,0.323688166,0.000623545
95.47902998165,18.06236197565,3.52897E-5,5.145876893,0.008254941
90.52069660865001,33.93736210265,4.98449E-7,0.036961214,0.000117074
75.72902982365001,23.020695348649998,2.03257E-6,0.234740217,0.000477318
77.18736316865001,11.562361923649998,6.24925E-5,7.987970234,0.014571685
71.14569645365,21.60402867065,6.17812E-8,0.002763194,0.000014512
80.47902986165,18.06236197565,1.44286E-6,0.160777194,0.000338856
83.10402988265001,30.89569541165,1.14014E-6,0.115890227,0.000267771
71.56236312365,33.89569543565,3.71702E-5,5.428631636,0.008692911
92.64569662565,31.22902874765,3.70341E-6,0.463992129,0.000869517
94.52069664065,33.354028764649996,6.14466E-7,0.049315278,0.000144322
95.56236331565,18.52069531265,1.94063E-5,2.874631405,0.004547984
73.22902980365001,26.02069537265,9.39999E-9,0.000183427,0.000002208
95.27069664665001,25.354028700649998,1.1844E-5,1.651133165,0.002778183
78.31236317765001,33.10402876265,4.66883E-8,0.001847837,0.000010967
91.68736328465,31.39569541565,2.31247E-6,0.27344671,0.000543028
87.72902991965,27.72902871965,1.82348E-5,2.677327476,0.004274018
84.31236322565,26.52069537665,1.95251E-5,2.894103787,0.004575762
77.77069650665001,24.18736202465,2.05953E-6,0.237606125,0.000483647
80.93736319865,33.14569542965,1.08104E-7,0.005866179,0.000025392
75.52069648865,27.47902871765,4.65624E-8,0.001833838,0.000010937
70.02069644465,22.56236201165,6.54486E-9,0.00011174,0.000001537
71.81236312565001,36.02069545265,3.24128E-7,0.020055742,0.000076132
71.85402979265001,36.02069545265,3.05786E-7,0.018542566,0.000071824
88.06236325565001,24.43736202665,1.11563E-5,1.536785499,0.002617075
85.85402990465,26.27069537465,5.3563E-6,0.712642456,0.001257351
73.39569647165001,31.812362085649998,2.56787E-6,0.309042975,0.000602985
92.72902995965,20.27069532665,2.51755E-7,0.015010896,0.000059133
