Predictor variable,Categorical,Sample average
bio1,false,236.88501742160278
bio15,false,115.04529616724739
bio16,false,1291.4076655052265
bio17,false,29.881533101045296
bio18,false,615.2473867595819
bio19,false,45.67595818815331
bio2,false,81.44599303135888
bio3,false,40.90592334494774
