X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
73.497193,20.752783,train,1.1974980864998955E-4,27.180737899952064,0.3078310477962912
80.642065,7.298662,train,8.79436915520491E-4,68.2993534244039,0.9329304567327571
79.245514,11.320546,train,2.1007944857925597E-4,43.337378041840395,0.4755779246634321
79.878696,6.880405,train,0.0013911185565834295,82.3248186106042,0.9860759968425783
80.414243,6.449857,train,0.0010837263331720502,73.03656051303055,0.9641959439483367
80.354424,8.147325,train,4.372539468126179E-4,55.79236020711368,0.7390536725285007
92.330689,24.43202,train,1.760504460965008E-4,37.89738079475631,0.41777950784435147
76.671844,10.755116,train,6.313912165424412E-4,61.68639369866328,0.8562841843552434
74.900339,12.698238,train,0.0012349229612200316,76.36823413554345,0.9774999568461991
90.403141,23.738738,train,1.266380344787836E-4,28.685317614329758,0.32232599580817933
77.684158,12.993438,train,5.482269180024276E-4,59.41518687678093,0.8144441474081767
76.194779,10.613827,train,0.0023159957844378336,96.81276653576985,0.9991878125313908
77.997811,30.34383,train,5.4797862026723756E-5,8.459026521532504,0.1549535196394608
80.113556,6.126297,train,0.0013735507563208292,81.63165100309543,0.9853037792279296
92.583191,26.830879,train,1.5623995347098637E-4,33.99252338731626,0.38124093733593056
79.985166,6.463742,train,0.0013282528635820937,79.07157957397696,0.9831092549077849
77.598817,12.968333,train,5.106111742944663E-4,58.253044025399724,0.7917106143049545
73.011374,18.049694,train,5.410674574859387E-4,59.15167764126292,0.8103172371437461
93.87945,24.96157,train,2.2789538357264013E-4,45.24065348429248,0.5035125072482984
76.828025,12.032864,train,3.7945241769256506E-4,52.92418825656355,0.6883418214578791
75.82518,25.184802,train,2.2427838563774945E-5,1.872445000999018,0.06658781808045922
80.596,7.273,train,0.0010977859471277677,73.28480960132725,0.9657096581771399
74.029946,15.007604,train,9.806805102888204E-4,70.29406211945039,0.9508604485246926
80.768028,6.96957,train,0.0012437267338260458,76.59132835682914,0.9781004063217983
73.807721,18.557623,train,1.0860617490863969E-4,24.454942643193217,0.28372202499655685
76.282482,10.776683,train,0.0020998376998995487,93.29888142346975,0.99842207508495
80.257545,13.045028,train,1.4512383007122837E-4,32.21103399628977,0.35974298297484597
77.568397,13.017778,train,2.866830777701449E-4,48.48466693149767,0.5855567352207229
86.94689,22.798087,train,8.365004895793783E-5,17.340291458827163,0.22663992601470584
76.271083,10.850516,train,0.0020302555751923203,92.25154011556823,0.9980459616464915
76.617174,12.286339,train,0.0010300148235483286,71.30228966709093,0.9577718496415603
83.316475,21.824573,train,6.882007981378264E-5,12.200199466865538,0.1905871724740803
82.658679,18.044723,train,1.4385005010228243E-4,32.00062543511473,0.3572323479606806
91.177406,27.260475,train,9.112986408073116E-5,19.967082809068415,0.24421011934341263
90.048409,26.978764,train,1.100990528090649E-4,24.740519149082278,0.28699991946484216
76.603961,8.868319,train,0.002093475582656534,92.87861317494253,0.9983909275082512
94.265305,24.993788,train,1.9236536917254258E-4,40.76062592711148,0.4462449415050015
76.94474,12.817497,train,3.9432648241588476E-4,53.743890122946716,0.7022639971128846
77.657084,13.060456,train,4.3486274546344575E-4,55.67614874113418,0.7371294806847958
76.583342,9.575694,train,0.00215226977899869,94.15428078588933,0.9986568525003573
76.541733,9.56054,train,0.0020922257052121895,92.66997642739751,0.9983847364925845
76.46729,10.747568,train,0.0020174067407957444,92.04854894590042,0.9979672784250487
76.427384,10.302191,train,0.0015291467665222236,84.50560461080863,0.9908885712247515
73.962433,17.69594,train,1.884580263255426E-4,40.190772530758345,0.43955698529584386
87.010568,22.988771,train,8.06334876823196E-5,16.34386539134173,0.2194389272977919
76.067286,11.025847,train,0.0021832615038163018,95.02519042728946,0.9987788473104513
75.953122,10.706872,train,0.002325195983574749,97.04520116539297,0.9992104493060736
73.0281,18.9783,train,5.402012652996514E-4,59.045408696335684,0.8098117561075878
94.3372,27.011,train,1.5856335549358657E-4,34.44287537791084,0.3856422422281812
88.438174,22.977864,train,1.161401727976082E-4,26.100169288606708,0.30011187618300317
91.544067,22.854969,train,1.814501218073699E-4,39.00547723399125,0.42735899661667787
83.380596,22.016191,train,6.050671120831911E-5,9.754958779275213,0.16964652539977787
73.928782,15.579055,train,8.142398948027817E-4,66.7200433883643,0.9180553045668285
72.987479,19.373621,train,4.4860488383032475E-4,56.247553184841415,0.7479973591402109
75.321444,11.989145,train,0.0014512918573764523,83.51444597938902,0.9884263057314858
89.551598,24.651369,train,1.1385251302567897E-4,25.60591486866545,0.2951752308186272
76.038284,11.558081,train,0.0015602267381600462,85.12849911925503,0.9917183857989463
76.453398,10.980934,train,0.0019989041938281325,91.8468895025745,0.9978483742742633
72.900218,19.07945,train,5.544314753465875E-4,59.55888130572218,0.8179479306149338
78.209705,11.774836,train,1.8177107066617393E-4,39.10251225596089,0.42792339904845345
74.98809,12.52998,train,0.0011677899415019947,74.57760749773848,0.9723457335181606
76.378604,10.749742,train,0.0021331316283571193,93.72086599451164,0.9985755058967545
75.39121,13.361024,train,7.569520803942909E-4,64.60071009646438,0.9022846683277037
76.953056,8.515278,train,0.0015615723811068288,85.28479403236383,0.9917525547837359
76.242119,10.184735,train,0.00221194641765314,95.90707834533596,0.998881864797495
76.165332,10.292274,train,0.00235380898755338,97.51488919704799,0.9992768967346725
76.258424,10.511146,train,0.001955932426073347,90.65654681170301,0.9975446918298255
76.8503,8.9895,train,0.0019444181540791959,90.26571480763123,0.9974562756246244
76.499609,9.485476,train,0.0024888570135417443,98.96912811025844,0.9995224715005483
76.382912,9.851561,train,0.002199307107371722,95.37839996371959,0.9988375894160024
77.166491,9.603406,train,0.0011185086419159538,73.53752142762332,0.967824853451706
76.161545,11.560363,train,0.0013979780102140898,82.45042914214758,0.9863663790060416
76.309841,11.13042,train,0.001990229063929097,91.64690447747995,0.9977902539404704
73.388553,18.701228,train,3.438019798776978E-4,51.11928014906753,0.6522648369216806
89.396308,26.849762,train,1.0055691239013407E-4,22.503168430067255,0.2657869282569987
81.057006,6.830187,train,8.376496566965419E-4,67.35966083628452,0.9237422332116605
77.336682,11.574755,train,2.692058204517947E-4,47.5878111329027,0.5626936085550833
73.937199,15.292661,train,9.558139632456993E-4,69.61967110939597,0.9469589871381631
79.531126,17.977949,train,7.628564465195071E-5,14.753323080233455,0.20894182447747034
74.123996,15.298975,train,7.092263954079617E-4,63.16337236350569,0.8868523939057269
72.831373,18.927133,train,5.531661312349428E-4,59.536101210633575,0.8172387882099418
80.198714,6.058584,train,0.0012930927074354724,77.76141679528207,0.9811823805161994
83.431816,19.821877,train,7.975284626561953E-5,16.00243798391052,0.2173240830987968
80.389351,21.514844,train,7.905059790240511E-5,15.743656258490052,0.2156335408769955
90.284491,23.942219,train,1.3166162374856686E-4,29.89845256708505,0.33270539854101266
85.828007,20.271903,train,1.563318229001647E-4,34.00827793222753,0.38141556619193184
76.387422,25.288581,train,2.5656866816816973E-5,2.4505627355237567,0.07580243907288065
91.768214,26.176279,train,1.557849349022509E-4,33.9144929636953,0.3803752939515027
80.132284,13.165745,train,1.3005711857923426E-4,29.573444418771114,0.3294076740834968
81.825339,25.435696,train,4.216687331018356E-5,6.213929374348903,0.12151423544020867
90.545593,24.532449,train,1.2659797318237824E-4,28.67744513607121,0.32224257829029246
88.007038,26.130948,train,9.784510110600085E-5,21.73423978183432,0.2596439809332737
86.728277,21.928236,train,1.2680517576967368E-4,28.718162686674013,0.3226739145149333
76.491174,11.540591,train,0.0010435340141101014,71.77743422893768,0.959489951977385
94.460052,25.692366,train,1.9625139415887211E-4,41.40150920432448,0.4528172498427575
76.874378,30.504275,train,6.691027625613389E-5,11.575093391797324,0.18582375896025916
84.684685,26.249568,train,5.744745381523504E-5,8.987552531576663,0.1618048946101971
76.32162,9.59807,train,0.0024623794576482277,98.72026622221726,0.9994820002353002
89.113379,26.509072,train,9.781253400413073E-5,21.725851351861913,0.2595698966366674
76.387787,21.812334,train,7.69114760309631E-5,14.956069290074607,0.21046143746336132
90.186861,25.520517,train,1.2330468205065884E-4,27.91356477915043,0.31534989749232767
88.938568,23.165379,train,1.1918909204970271E-4,26.998561208483547,0.3066375698802931
84.102111,24.850172,train,2.617065290064238E-5,2.5735878313490965,0.07726020946405776
75.844499,12.340698,train,0.0012821849087234329,77.52290251355785,0.980541046568097
85.666765,20.152117,train,1.5389803484474056E-4,33.62416880896186,0.37677264594580107
92.938979,25.802464,train,1.775057319238445E-4,38.27483293788723,0.4203769741917952
91.885672,25.575976,train,7.530373241984876E-5,14.418186007134812,0.2065516969487574
74.183629,16.261055,train,3.903859810098103E-4,53.48623095869739,0.6986374009141165
76.487504,10.132536,train,0.0018408818712313058,88.16915671311682,0.9965035811290538
