Predictor variable,Categorical,Sample average
bio1,false,224.13483146067415
bio12,false,2546.7191011235955
bio15,false,36.438202247191015
bio16,false,1002.9775280898876
bio18,false,807.3595505617977
bio2,false,34.87640449438202
bio3,false,61.1123595505618
bio4,false,526.8426966292135
bio5,false,248.61797752808988
bio6,false,194.4494382022472
