"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"21","H","4","fc.H_rm.4",0.763987368421053,0.933,0.0498305296985815,0.0454807414483061,0.713447052304965,0.000735347171694037,0.927,0.0523259018078045,0.157801418439716,0.0125373542763572,0.0316932624113475,0.0153582589885376,2084.61243558657,18.170347382219,3.80821025048421e-05,9
"22","LQH","4","fc.LQH_rm.4",0.769318947368421,0.976,0.0468151263297872,0.0559796159494847,0.71627304964539,0.00991403826757216,0.7755,0.177483802077823,0.179299645390071,0.0473285123932485,0.0314716312056738,0.0144179574178108,2068.66825815173,2.22616994737973,0.11039643698921,8
"23","LQHP","4","fc.LQHP_rm.4",0.768971578947368,0.979,0.0521380319148936,0.0467979629036587,0.708151030585106,0.00261333314044245,0.8855,0.0275771644662754,0.15802304964539,0.0172388621299912,0.0423315602836879,0.0304030841201663,2072.93041299574,6.48832479139219,0.0131050865049769,10
"24","LQHPT","4","fc.LQHPT_rm.4",0.768971578947368,0.979,0.0521380319148936,0.0467979629036587,0.708151030585106,0.00261333314044245,0.8855,0.0275771644662754,0.15802304964539,0.0172388621299912,0.0423315602836879,0.0304030841201663,2072.93041299574,6.48832479139219,0.0131050865049769,10
"25","L","5","fc.L_rm.5",0.729688421052632,0.955,0.0396033023049646,0.0155279520786681,0.695352138741135,0.00021662981020263,0.734,0.172534054609518,0.179299645390071,0.0473285123932485,0.0104166666666667,0.0147313912747197,2087.93706869636,21.4949804920157,7.2241376201234e-06,5
"26","LQ","5","fc.LQ_rm.5",0.740361052631579,0.958,0.0348647384751773,0.0369270844781828,0.708176518173759,0.0141856559147627,0.759,0.15980613254816,0.14738475177305,0.0021940369983625,0.0314716312056738,0.0144179574178108,2081.10788228313,14.6657940787763,0.000219646859584433,6
"27","H","5","fc.H_rm.5",0.750711052631579,0.89,0.0433719304078014,0.0184505190623368,0.704555895390071,0.014085654842716,0.8005,0.181726442764943,0.125886524822695,0.0576718296712432,0.0316932624113475,0.0153582589885376,2088.00851969804,21.566431493688,6.97060739734733e-06,7
"28","LQH","5","fc.LQH_rm.5",0.763889473684211,0.971,0.0421806515957447,0.0472733480344325,0.713112688386525,0.00720485705368703,0.78,0.189504617357995,0.136746453900709,0.0128507881332662,0.0314716312056738,0.0144179574178108,2072.4693898421,6.02730163775368,0.0165025021437734,8
"29","LQHP","5","fc.LQHP_rm.5",0.761356842105263,0.975,0.048146564716312,0.0350984486702047,0.704705042109929,0.0122739601347038,0.905,0.0268700576850888,0.168439716312057,0.00250747085527145,0.0210549645390071,0.000313433856908931,2073.10062744521,6.65853924086332,0.0120358923284012,8
"30","LQHPT","5","fc.LQHPT_rm.5",0.761356842105263,0.975,0.048146564716312,0.0350984486702047,0.704705042109929,0.0122739601347038,0.905,0.0268700576850888,0.168439716312057,0.00250747085527145,0.0210549645390071,0.000313433856908931,2073.10062744521,6.65853924086332,0.0120358923284012,8
