Predictor variable,Categorical,Sample average
bio1,false,207.43006993006992
bio15,false,93.0104895104895
bio16,false,1114.958041958042
bio17,false,31.597902097902097
bio18,false,494.13986013986016
bio19,false,45.83916083916084
bio2,false,92.9090909090909
bio3,false,45.44405594405595
