x,y,raw,cumulative,Cloglog
72.52083333540351,30.68750000101549,9.96899E-7,0.036249531,0.003425576
78.1875000021155,10.10416666751749,3.54048E-4,58.247127104,0.704380173
73.9375000020815,16.562500000902492,3.19226E-4,55.23972825,0.666734899
81.3125000021405,30.47916666768049,1.12693E-8,0.000410419,0.00003879
86.39583333551451,25.47916666764049,6.22963E-5,10.937786841,0.193000294
88.9791666688685,24.77083333430149,1.35072E-4,25.473121283,0.371823812
73.4375000020775,15.43750000089349,4.12539E-5,4.703608338,0.132379897
76.9791666687725,34.062500001042494,1.31542E-8,0.00047422,0.000045277
92.0625000022265,21.062500000938492,6.47641E-5,11.706639948,0.199826292
74.1041666687495,16.68750000090349,2.17052E-4,40.848093582,0.526272071
90.8125000022165,33.97916666770849,2.32008E-9,0.000091365,0.000007986
75.0625000020905,26.35416666764749,2.88406E-5,2.080779837,0.094504519
86.1875000021795,24.47916666763249,6.59573E-5,12.072736261,0.203106177
83.3125000021565,23.47916666762449,6.07224E-5,10.469814445,0.188616473
77.2291666687745,10.312500000852491,1.11069E-3,82.311162683,0.978141149
76.60416666876951,32.520833334363495,7.87427E-7,0.0272672,0.002706757
92.1458333355605,27.56250000099049,4.02219E-6,0.173190388,0.013749496
76.5208333354355,27.77083333432549,3.28684E-5,2.741822391,0.106972087
72.3541666687355,33.520833334371495,1.87451E-5,0.950827472,0.062485586
76.7291666687705,19.187500000923492,4.12872E-5,4.724245235,0.132479419
76.0208333354315,29.72916666767449,6.41461E-6,0.289388734,0.021837944
81.8958333354785,30.60416666768149,2.29273E-8,0.000805461,0.000078916
80.6041666688015,31.27083333435349,2.48404E-8,0.000867671,0.0000855
89.2291666688705,21.729166667610492,2.68785E-4,49.880081105,0.603545827
83.1458333354885,19.14583333425649,1.42843E-4,27.02543744,0.388404156
75.89583333543051,24.06250000096249,4.78182E-5,6.341564976,0.151764192
84.39583333549851,33.520833334371495,4.94185E-10,0.000002222,0.000001701
77.27083333544151,21.43750000094149,4.90699E-5,6.680859745,0.155410798
81.2291666688065,23.06250000095449,4.65854E-5,6.048532907,0.148156942
79.5625000021265,10.10416666751749,2.49341E-4,46.868185956,0.576103417
95.6458333355885,22.43750000094949,9.7842E-5,19.713085215,0.285937626
71.18750000205951,18.39583333425049,9.22189E-5,18.622290349,0.271981922
89.9791666688765,23.89583333429449,2.80768E-4,51.331391073,0.619565438
82.6041666688175,29.89583333434249,4.40008E-7,0.013739778,0.001513419
78.0625000021145,20.31250000093249,3.8111E-5,3.906663135,0.122942648
92.9375000022335,25.31250000097249,2.62967E-4,48.94787413,0.595525168
77.7708333354455,11.02083333419149,1.48575E-4,27.942349636,0.400353501
94.93750000224951,32.31250000102849,7.49877E-8,0.002310862,0.000258084
82.35416666881551,22.27083333428149,6.35587E-5,11.334290754,0.19649946
80.1875000021315,9.56250000084649,2.14035E-4,40.244055337,0.52132638
77.7291666687785,22.14583333428049,5.26537E-5,7.717916759,0.165765799
94.3958333355785,17.93750000091349,4.91655E-5,6.705432493,0.155688875
77.64583333544451,29.18750000100349,2.54759E-5,1.616103851,0.083956402
94.9791666689165,31.062500001018492,1.04454E-7,0.003249191,0.000359481
84.4375000021655,28.97916666766849,2.98792E-7,0.008003336,0.001027951
75.93750000209751,23.43750000095749,3.98206E-5,4.351656135,0.128088727
76.9791666687725,21.77083333427749,6.34856E-5,11.289819875,0.196297268
91.7291666688905,20.47916666760049,1.07084E-4,21.012654003,0.308295734
77.2291666687745,27.14583333432049,3.70316E-5,3.64358381,0.119678226
76.5625000021025,23.14583333428849,4.99156E-5,6.947933631,0.157865852
80.35416666879951,13.14583333420849,3.5028E-5,3.160921273,0.113585885
78.7291666687865,33.06250000103449,2.11864E-8,0.000743601,0.000072924
91.18750000221951,25.60416666764149,8.52643E-5,17.147223383,0.254344026
93.14583333556851,19.14583333425649,5.18193E-5,7.467344965,0.163366266
76.3958333354345,16.85416666757149,6.31615E-5,11.213814023,0.19540009
77.60416666877751,9.02083333417549,3.14546E-4,54.76420611,0.661322938
91.4791666688885,29.85416666767549,2.72576E-7,0.007438433,0.000937802
88.3541666688635,34.35416666771149,1.30639E-9,0.000038506,0.000004497
93.56250000223851,29.35416666767149,1.2623E-6,0.046829899,0.004335588
80.7708333354695,27.06250000098649,3.26332E-5,2.692653617,0.106248828
75.8541666687635,13.39583333421049,6.15256E-4,71.667019693,0.879703204
77.97916666878051,30.52083333434749,4.68901E-5,6.104639905,0.149050046
71.1458333353925,33.854166667707496,3.73E-6,0.155781519,0.012757065
78.27083333544951,14.895833334222491,1.4561E-4,27.544717543,0.3942027
90.43750000221351,29.35416666767149,1.48498E-7,0.004424996,0.00051102
73.8541666687475,26.18750000097949,5.43955E-6,0.239106209,0.018549447
82.8541666688195,31.85416666769149,1.09773E-9,0.000026536,0.000003779
71.3958333353945,33.895833334374494,6.75898E-6,0.302556067,0.022996734
95.3541666689195,24.43750000096549,1.54121E-4,28.910818356,0.411692703
87.5625000021905,32.47916666769649,1.05089E-8,0.000390605,0.000036172
87.77083333552551,30.35416666767949,2.69857E-7,0.007329728,0.000928451
83.72916666882651,23.97916666762849,5.41639E-5,8.236287909,0.170091073
89.3125000022045,34.35416666771149,1.41855E-9,0.000045572,0.000004883
71.7708333353975,28.354166667663492,3.81753E-7,0.011566435,0.001313181
95.8125000022565,27.27083333432149,2.4057E-4,45.520333809,0.56310963
88.7708333355335,31.72916666769049,6.4317E-9,0.000261365,0.000022139
86.9375000021855,29.52083333433949,1.61328E-7,0.004841954,0.000555156
