X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
141.69832,-4.36989,train,2.2906475577358522E-4,60.03846127006711,0.7377630965941794
144.042753,-9.923511,train,1.8044504877496028E-4,46.799123729256756,0.6516002332657849
145.75,-5.17,train,1.4948089669149058E-4,38.98100620748015,0.5824997483495817
144.25,-7.5,train,1.2449149730208318E-4,31.798615228853656,0.5168596891347863
145.75,-6.58,train,5.086402934648399E-5,7.676498624463203,0.2571169460666277
130.8,-3.65,train,3.2401188206988705E-4,81.65789761647773,0.8494284445309915
127.458716,-0.562308,train,1.585449347244082E-4,41.23224594659924,0.6040370113995115
140.7143,-2.5267,train,2.5179287794829304E-4,66.0014684280065,0.7703767799575992
131.4,-7.583333,train,1.9037261071400672E-4,49.160048535018966,0.6712359585088314
133.62,-2.885,train,1.8194164056648172E-4,47.15751138411645,0.654633747132271
143.527674,-3.353582,train,1.5997564128847095E-4,41.65649382576826,0.6073335139324663
126.361111,-8.447222,train,1.926429541712771E-4,49.70215930442508,0.6755686788137831
138.0,-3.0,train,6.941987119840599E-5,14.294566450467098,0.33345327596392915
132.2,-1.233333,train,1.100118895321415E-4,27.493847260843967,0.4742022586133142
131.4,-0.783333,train,1.966299789182891E-4,50.887284869365054,0.6830397845353188
159.6,-9.4,train,3.935007324546532E-4,87.49640572160807,0.8996774681185679
133.906433,-0.983333,train,4.4950121263288503E-4,90.02765885556228,0.9276757443719595
141.25,-2.666667,train,3.2495650368070445E-4,81.76510259978794,0.8502572738951514
131.575532,-7.682269,train,1.31784187462149E-4,34.190609254068754,0.5370156169861404
127.45,1.06667,train,3.397237852232449E-4,84.0421555801895,0.8626368463513607
133.578255,-0.721791,train,9.93453598195481E-4,99.0266965420389,0.9969878563935833
132.087752,-0.507921,train,2.4092381962111692E-4,63.17585302464774,0.7553199174317596
136.46667,-4.7,train,2.835999213670794E-4,73.68116110822076,0.8093231889763374
159.7,-9.683333,train,2.0789942440714858E-4,53.91748827138489,0.7032396597102901
126.8,4.333333,train,2.7854384558741803E-4,72.37689749296872,0.8036057029699779
133.833333,-0.8786,train,9.650444396998693E-4,98.34136304548758,0.9964439270902473
146.866667,-7.166667,train,7.344041740561226E-5,15.715033188651468,0.34893026457936815
146.416667,-6.583333,train,7.455875812531875E-5,16.118729905503905,0.3531710447054798
140.36098,-2.74244,train,1.7933849685282117E-4,46.422384636929706,0.6493401895345161
134.583333,-6.5,train,2.8137546901735685E-4,73.19496725751301,0.8068285428575077
127.962567,1.687589,train,9.188192481009933E-4,98.06640038247323,0.9953411572379072
134.1443,-1.5942,train,5.451882914475119E-4,92.82323590322326,0.9586519249108795
139.00992,-2.18781,train,1.3821049367995729E-4,36.028538220433646,0.5540788570208944
126.666667,-3.4,train,1.247993656534936E-4,31.913788218768204,0.5177280697080293
128.350278,2.041944,train,5.24710932755724E-4,92.13952108432929,0.9533961865894753
132.6,-1.36667,train,1.9465847087468625E-4,50.30362936497199,0.6793672181256674
143.45,-4.616667,train,2.670301688708544E-4,69.73021032752303,0.7899379690080867
147.766667,-6.5,train,8.257713556640193E-5,18.737873586597708,0.3827786832256651
133.98548,-0.9344,train,8.984647492110856E-4,97.80064070278948,0.9947527419116583
127.8,1.816667,train,9.945369223865058E-4,99.04656955322136,0.9970068637889385
121.066667,-2.666667,train,2.7110141273661284E-4,70.49458800223644,0.7948763138056167
120.2574,-8.5832,train,1.3619127387692932E-5,0.6555587893242485,0.0764971683575626
133.4325,-4.1993,train,2.815425427768842E-4,73.27542913123237,0.807017038618648
133.75,-0.733333,train,8.027557309620906E-4,96.52948951510923,0.9908205475099066
147.733333,-9.0,train,3.389423240936947E-5,3.3957054866820333,0.17967614763785433
127.542075,1.206857,train,4.520330228852978E-4,90.14367501583914,0.9287378529518118
134.383333,-2.083333,train,2.3762160412452892E-4,62.21882956426734,0.7505527192191652
140.773614,-2.632456,train,3.57377885953724E-4,85.37638312998286,0.876100720246928
147.1,-9.083333,train,1.682386208527545E-4,43.53419378186532,0.6258424062469017
