"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"13","L","3","fc.L_rm.3",0.856252821316614,0.982,0.00973651336477982,0.000529109881971187,0.855789049724843,0.00656638841359412,0.9535,0.0205060966544099,0.106623427672956,0.0182057760093235,0.0125786163522013,0.017788849841171,7336.24868101703,143.429428311079,6.31016728047085e-32,6
"14","LQ","3","fc.LQ_rm.3",0.861744043887147,0.969,0.012074072327044,0.0040504627391711,0.861103409001572,0.00475533340634244,0.955,0.014142135623731,0.103498427672956,0.0226251933917394,0.0157232704402516,0.0222360623014638,7304.02706021385,111.207807507899,6.26436318798323e-25,8
"15","H","3","fc.H_rm.3",0.881741222570533,0.981,0.0168956525157233,NA,0.867695597484277,NA,0.963,NA,0.119496855345912,NA,0.00628930817610063,NA,7262.89241526171,70.0731625557555,5.35983706518699e-16,19
"16","LQH","3","fc.LQH_rm.3",0.880317711598746,0.998,0.0103691194968553,0.012743695768053,0.865236425904088,0.00131541178879823,0.9625,0.0261629509039023,0.0815841194968553,0.0358278553832335,0.00626965408805031,2.77950778768297e-05,7240.60239146863,47.7831387626838,3.70995596731354e-11,16
"17","LQHP","3","fc.LQHP_rm.3",0.882373510971787,0.991,0.0115336340408806,0.0127444045425388,0.867274230542453,0.00264522559719833,0.944,0.0254558441227157,0.103518081761006,0.031491823234448,0.00626965408805031,2.77950778768297e-05,7225.18227985029,32.3630271443399,8.2756754068053e-08,19
"18","LQHPT","3","fc.LQHPT_rm.3",0.882138401253919,0.98,0.0121515271226415,0.0119275016447232,0.86769847779088,0.00330301557170808,0.9465,0.0190918830920367,0.112893081761006,0.0182335710872003,0.00626965408805031,2.77950778768297e-05,7222.90783466161,30.0885819556543,2.58043512919298e-07,20
"19","L","4","fc.L_rm.4",0.85616473354232,0.981,0.00963219536163523,0.000434715017993489,0.855861144850629,0.00642730740291413,0.95,0.0212132034355964,0.106643081761006,0.0270724058520321,0.0125786163522013,0.017788849841171,7340.42731798741,147.608065281454,7.81018611867571e-33,6
"20","LQ","4","fc.LQ_rm.4",0.85897789968652,0.972,0.0119183392295598,0.00404482311786987,0.858594831957547,0.00508919676376779,0.954,0.0240416305603426,0.0972091194968553,0.0137307684711539,0.0188679245283019,0.0266832747617565,7327.10138298276,134.282130276812,6.11436559300285e-30,8
"21","H","4","fc.H_rm.4",0.877870376175549,0.986,0.0113139347484277,0.00603202943116608,0.861804450668239,0.00229069104035597,0.952,0.0212132034355964,0.106643081761006,0.0270724058520321,0.00626965408805031,2.77950778768297e-05,7308.60632163497,115.787068929018,6.34604205180108e-26,20
"22","LQH","4","fc.LQH_rm.4",0.875988871473354,0.995,0.00813003734276724,0.0113506425984675,0.862145985652516,0.00308380135150898,0.961,0.00848528137423858,0.103498427672956,0.0226251933917394,0.0125786163522013,0.017788849841171,7260.90369402946,68.0844413235063,1.44876156656684e-15,12
"23","LQHP","4","fc.LQHP_rm.4",0.876427429467085,0.981,0.00884436910377356,0.0116379269643868,0.863711311910377,0.00218001104025041,0.9305,0.0219203102167829,0.097248427672956,0.0314640281565712,0.00628930817610063,0.0088944249205855,7253.4959236235,60.6766709175508,5.88266099346023e-14,14
"24","LQHPT","4","fc.LQHPT_rm.4",0.876280407523511,0.975,0.00909760416666666,0.011279798503975,0.864125686910377,0.00276602578515879,0.934,0.0169705627484771,0.100373427672956,0.0270446107741553,0.00628930817610063,0.0088944249205855,7256.76237020685,63.9431175009004,1.14887811928948e-14,17
"25","L","5","fc.L_rm.5",0.856145297805643,0.978,0.00950198899371069,0.000393909064162621,0.855893487617924,0.00626135966995833,0.945,0.0183847763108502,0.106643081761006,0.0270724058520321,0.0125786163522013,0.017788849841171,7345.20764647076,152.388393764813,7.15527356012741e-34,6
"26","LQ","5","fc.LQ_rm.5",0.856734952978056,0.978,0.0112776100628931,0.0032178445043239,0.857183515133648,0.00467916933394434,0.956,0.0254558441227157,0.109787735849057,0.0315196183123249,0.0125786163522013,0.017788849841171,7344.79147861245,151.972225906495,8.81040645793121e-34,8
"27","H","5","fc.H_rm.5",0.873331818181818,0.975,0.012292021422956,0.00388275418803182,0.855893259630503,0.0064344201633428,0.953,0.0438406204335659,0.125452044025157,0.0271557910856626,0.00626965408805031,2.77950778768297e-05,7349.98573418744,157.166481481488,6.56262634533892e-35,18
"28","LQH","5","fc.LQH_rm.5",0.870412382445141,0.994,0.0059497346698113,0.00665397487324586,0.861414784787736,0.00471449687792582,0.973,0.0155563491861041,0.100373427672956,0.0270446107741553,0.0125786163522013,0.017788849841171,7284.98089403995,92.1616413339952,8.56444775010721e-21,10
"29","LQHP","5","fc.LQHP_rm.5",0.87168605015674,0.991,0.0070188148584906,0.00792180843748828,0.86229824783805,0.003972440565817,0.9565,0.0148492424049175,0.100412735849057,0.0447778704595726,0.0125786163522013,0.017788849841171,7283.07712094869,90.2578682427347,2.21869925905381e-20,14
"30","LQHPT","5","fc.LQHPT_rm.5",0.871680721003135,0.989,0.0070188148584906,0.00792180843748828,0.86229824783805,0.003972440565817,0.9565,0.0148492424049175,0.100412735849057,0.0447778704595726,0.0125786163522013,0.017788849841171,7284.79649202326,91.977239317308,9.39164684342375e-21,15
