x,y,raw,cumulative,Cloglog
82.39569654365,27.85402836064999,1.58293E-4,62.363041048,0.655239453
77.10402983465,33.89569507564999,2.55101E-6,0.150376774,0.017015298
81.68736320465001,24.229028331649985,9.18438E-5,16.601135973,0.460909213
74.39569647965001,14.47902825364999,3.67484E-4,89.420539314,0.915602194
71.35402978865001,21.43736164264999,1.00042E-4,23.127702121,0.48983743
83.39569655165,23.104028322649988,1.01537E-4,24.215948796,0.494940759
73.89569647565,26.10402834664999,7.41605E-5,5.069959465,0.39280697
95.93736331865,34.31236174564999,2.75063E-6,0.170988627,0.01833444
95.81236331765001,20.47902830164999,1.26357E-4,41.037332077,0.57260949
85.27069656665,21.72902831164999,1.1315E-4,31.570362296,0.532897845
90.31236327365,22.062361647649986,2.69497E-4,82.508324005,0.836839241
83.47902988565001,31.93736172664999,2.38764E-6,0.132092784,0.015934311
73.68736314065,15.77069493064999,3.68681E-4,89.494270976,0.916279088
70.56236311565,36.02069509264999,2.43448E-6,0.137875331,0.016244392
74.43736314665,23.85402832864999,8.02036E-5,8.116447808,0.416996737
72.77069646665001,26.229028347649987,7.01126E-5,4.128328138,0.376044686
83.97902988965001,28.395695031649986,8.99788E-5,15.109508494,0.454102594
78.39569651165,22.43736165064999,1.348E-4,48.00428285,0.59620848
76.81236316565,29.27069503864999,1.10754E-4,30.260386734,0.525306467
84.43736322665,22.14569498164999,1.05348E-4,26.913641269,0.507725437
91.22902994765,25.35402834064999,1.01023E-4,23.871512324,0.493193324
70.06236311165,25.479028341649986,4.05231E-5,2.021508517,0.238614457
73.14569646965,26.64569501764999,7.4909E-5,5.368191318,0.39585653
95.43736331465,23.020694988649986,1.54703E-4,60.579827762,0.64681
78.93736318265,18.60402828664999,1.32318E-4,46.240646524,0.589408206
74.31236314565001,34.18736174464999,4.65202E-5,2.203658816,0.268721351
74.06236314365,31.645695057649988,9.38703E-5,18.005007628,0.468208598
79.52069652065,15.22902825964999,9.63521E-5,19.819692258,0.477013819
92.27069662265001,25.687361676649992,1.75354E-4,70.056999565,0.692623095
80.27069652665,30.812361717649985,6.38871E-6,0.594336536,0.042068957
78.10402984265001,25.520695008649987,8.58355E-5,11.911247106,0.438672369
88.89569659565001,25.64569500964999,1.35123E-4,48.287726972,0.597083176
91.56236328365,32.02069506064999,5.44868E-6,0.458337305,0.035991848
95.18736331265,20.22902829964999,1.21304E-4,37.732666109,0.557830147
74.10402981065,30.93736171864999,8.56482E-5,11.765471503,0.437964909
71.47902978965,36.02069509264999,2.39158E-6,0.132570752,0.015960406
71.43736312265001,34.64569508164999,8.7335E-5,13.071385138,0.444306542
77.02069650065,14.687361588649988,2.60364E-5,1.624905741,0.1606753
84.97902989765001,25.35402834064999,9.6477E-5,19.964322903,0.47745318
75.68736315665001,28.187361696649987,9.18875E-5,16.619513336,0.461067456
82.97902988165,26.39569501564999,1.24179E-4,39.633744592,0.566301069
