Predictor variable,Categorical,Sample average
bio1,false,245.18823529411765
bio15,false,32.21176470588235
bio16,false,934.0117647058823
bio2,false,31.67058823529412
bio3,false,61.917647058823526
bio4,false,580.3294117647059
bio5,false,271.2705882352941
bio6,false,220.78823529411764
