Predictor variable,Categorical,Sample average
bio1,false,249.26666666666668
bio15,false,104.9
bio16,false,1853.6666666666667
bio17,false,20.2
bio18,false,824.7666666666667
bio19,false,21.166666666666668
bio2,false,80.3
bio3,false,58.6
biasfile,false,0.1537127263844013
