X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
141.69832,-4.36989,train,7.256845697079335E-5,19.971788631844642,0.37579147818600434
144.042753,-9.923511,train,6.386319917179065E-4,96.29997274473729,0.9841941483034159
145.75,-5.17,train,2.7152412985800633E-4,74.8225145905574,0.8285253342841059
144.25,-7.5,train,6.627216460476006E-5,17.079122622416882,0.3497391567282092
130.8,-3.65,train,2.7678875697442664E-4,76.07893352575465,0.8342888470599283
134.5262,-6.1426,train,2.573933212109453E-4,71.68597268050308,0.8120448832860264
139.117222,-3.418889,train,8.462776329296673E-5,25.42356164841004,0.4228111672284277
127.458716,-0.562308,train,2.7914132848790284E-4,76.3757942344801,0.8368013343245968
140.7143,-2.5267,train,1.7203331511160972E-4,51.98830230855636,0.6728089368877676
131.4,-7.583333,train,4.622590696707862E-4,93.91445223672787,0.9503115108670681
133.62,-2.885,train,3.349932392547509E-5,5.403295795860691,0.19551245712243903
134.037399,-0.887187,train,1.9981739672762094E-4,58.26713823504069,0.7268256700245411
143.527674,-3.353582,train,9.233238057038494E-5,28.21919025428382,0.45098020254178783
126.361111,-8.447222,train,3.5466624213651354E-4,86.48622538454701,0.9000672177824287
138.0,-3.0,train,2.374671762845654E-5,2.2947650396333708,0.14291215393736667
134.2587,-1.3442,train,1.8893423356424016E-4,55.97092201449904,0.7068198960053013
133.1457,-0.8474,train,4.562614823183254E-5,9.213320576636285,0.2564381075821507
130.838132,-1.257131,train,2.1511121607530439E-4,61.69340833253318,0.7526536127815604
132.2,-1.233333,train,5.2691409824630836E-5,11.627784804141202,0.28978403185534085
131.4,-0.783333,train,1.13719602615061E-4,34.743648056664156,0.5221759492732908
159.6,-9.4,train,2.2106644451868143E-4,62.88725134610419,0.7620369151583932
133.906433,-0.983333,train,1.3405195281747745E-4,41.52354247178381,0.5812805441119031
131.575532,-7.682269,train,4.5391877309204447E-4,93.4493136272604,0.9475460062033593
127.45,1.06667,train,1.9209080121864645E-4,56.72062769590033,0.7127686839418317
133.578255,-0.721791,train,1.7564944976523997E-4,52.75515507739831,0.6804030876936407
132.087752,-0.507921,train,1.2526429607655112E-4,38.720131584757276,0.5566898921050232
136.46667,-4.7,train,1.2874532213417452E-4,39.808227327791585,0.5665990761601163
126.8,4.333333,train,2.3283141456707053E-4,65.7314146199219,0.7795409378154732
133.833333,-0.8786,train,2.0381085593186173E-4,59.200765175843834,0.7338191352856875
146.416667,-6.583333,train,7.138041110731773E-5,19.479562370899014,0.37095686218649093
140.36098,-2.74244,train,1.1134319283602172E-4,33.924880635838676,0.5147446034760205
134.583333,-6.5,train,2.8445445624724263E-4,77.29536743590366,0.8423363459594406
124.083333,0.666667,train,1.272785609999866E-4,39.23987562146267,0.5624510458906438
134.1443,-1.5942,train,1.5392198427681975E-4,47.346995022092024,0.6319708753431997
139.00992,-2.18781,train,1.5060396563050315E-4,46.51191673787336,0.6239546284921447
126.666667,-3.4,train,1.1821654985657188E-4,36.285797593504036,0.5359284707223346
128.350278,2.041944,train,3.187140611412114E-4,82.61953275749691,0.8737862607849873
143.45,-4.616667,train,1.0885915846140195E-4,33.1596879650881,0.5068531267622358
147.766667,-6.5,train,1.3481321534942122E-4,41.82819108232028,0.5833454827714921
133.98548,-0.9344,train,2.025388847268098E-4,58.89662398499939,0.7316112744058934
127.8,1.816667,train,3.209753462625844E-4,82.97960428185056,0.8756261838523278
121.066667,-2.666667,train,8.61377420116178E-5,26.024516509025077,0.4284434412102751
120.2574,-8.5832,train,1.2959968188075232E-4,39.990666266336895,0.568997075175021
133.4325,-4.1993,train,2.2776012678741135E-4,64.47067817265685,0.7721595173126671
147.733333,-9.0,train,1.0255805935465048E-5,0.31933179961174046,0.06443325773769581
127.542075,1.206857,train,2.1195756408633572E-4,61.008821567835156,0.7475356536982437
134.383333,-2.083333,train,1.0030571426772771E-4,30.511647670231213,0.4786850143277087
140.773614,-2.632456,train,1.537812150227116E-4,47.310617258361184,0.6316342776274697
147.1,-9.083333,train,9.050933230197005E-5,27.624020921424737,0.444441641393454
147.133333,-9.466667,train,1.4590030580194878E-4,45.256003380511,0.6122905959783175
133.6322,-1.98538,train,5.4108705511915535E-5,12.164919793045497,0.29629096610036787
125.833333,-1.883333,train,3.328622641534439E-4,84.61722260844762,0.8848660547895386
128.004144,1.70665,train,2.6824044681165673E-4,74.03642241171765,0.8248294133298746
147.083333,-5.333333,train,4.207943280271778E-4,91.52564720924947,0.9349567942852828
133.765602,-2.613024,train,5.515567309206185E-5,12.538644086484965,0.3010593741860369
151.583333,-4.95,train,1.3974673880214118E-4,43.34446511927938,0.5964831214119106
127.319931,0.774378,train,1.721032799678488E-4,52.00663083626906,0.672957566504921
136.0339,-4.5536,train,1.6042229263165113E-4,49.097672318884214,0.6471835079931065
145.25,-5.65,train,5.142170774967395E-5,11.176379865103618,0.28390363481146286
133.5,-0.833333,train,1.5860297233473655E-4,48.61106530430311,0.6429902769571321
140.921993,-2.623155,train,1.651972158964774E-4,50.34642792928513,0.6579561387842374
152.716667,-9.083333,train,5.967945938004441E-5,14.195163394659394,0.32129428217358347
127.5,-0.583333,train,2.9682406992247607E-4,79.35834538538928,0.8545061517828818
134.3676,-2.0654,train,9.073890799898458E-5,27.712813512364832,0.4452693062843801
140.93979,-2.702103,train,1.5352166428260583E-4,47.24648603745255,0.631012850526605
127.780097,1.823108,train,3.397570560021445E-4,85.25625183582255,0.8899075634031839
151.0,-5.666667,train,2.4624097394058662E-5,2.6171967419237308,0.14778181694725945
142.6667,-9.3667,train,2.506751663877094E-4,70.27387876064326,0.8036631255284843
128.480708,-0.591222,train,5.9698758367127285E-5,14.2033212289473,0.321379339445353
