x,y,raw,cumulative,Cloglog
133.22903028365,-14.687638646349999,4.3606E-5,8.472785502,0.246618806
140.72903034364998,-3.1043052203499997,6.67163E-5,17.312320285,0.351611892
131.31236360165,-11.56263862135,1.13569E-4,34.659334974,0.521709637
120.18736351265,5.02069484465,5.27758E-4,95.276446227,0.967526824
143.85403036865,-5.97930524335,1.08327E-5,0.361873281,0.06793171
132.39569694365,-12.89597196535,2.01716E-5,1.24757892,0.122780092
133.72903028765,-13.47930530335,2.82935E-5,3.863820121,0.167849688
141.89569701965,-14.27097197635,5.42151E-5,12.207455099,0.296777068
141.81236368564998,-13.18763863435,8.47454E-5,25.471509207,0.42325186
145.68736371665,-5.354305238349999,1.95352E-4,57.300978924,0.718787825
139.43736366665,-5.770971908349999,2.30956E-5,2.118439224,0.139280595
150.72903042365,-5.770971908349999,7.04259E-5,19.102971783,0.367045339
127.06236356765,4.729028175649999,1.63915E-4,50.040015043,0.655096143
140.35403034064998,-3.6876385583500007,5.72991E-5,13.238120361,0.31072083
152.02069710065,-4.89597190135,8.08557E-5,23.75702677,0.408497674
131.14569693365,-7.68763859035,3.66076E-4,87.585558963,0.907204093
127.14569690165,4.687361508650001,1.59553E-4,48.843393136,0.645185885
150.22903041965,-10.43763861235,2.52969E-4,70.852923418,0.806566293
127.18736356865,-14.14597197535,9.03608E-5,27.57153266,0.443905593
121.68736352465,-4.187638562349999,8.49638E-5,25.581846714,0.42406932
133.68736362065,-12.77097196435,2.27222E-5,1.978450474,0.137190526
127.10403023465,4.604028174649999,1.86118E-4,55.30142472,0.701409443
123.10403020265,-4.604305232350001,2.55568E-4,71.361798913,0.809803109
139.85403033665,-5.6043052403499996,2.50293E-5,2.761903159,0.150021466
121.47903018964999,-2.8959718853500007,6.84296E-5,18.137530923,0.358786129
139.31236366565,-2.354305214349999,1.48329E-4,45.874308359,0.618358022
168.77069723465,4.604028174649999,1.53118E-4,47.170163357,0.630043427
147.39569706365,-9.14597193535,4.52059E-5,9.049518595,0.254406045
132.97903028164998,-14.60430531235,4.07144E-5,7.524411415,0.232337749
145.47903038165,-4.77097190035,1.29842E-4,40.070349588,0.569675029
135.93736363865,-4.437638564349999,1.36083E-4,42.18238547,0.586768097
148.18736373664998,-9.56263860535,1.51539E-5,0.730172208,0.093724435
121.68736352465,-4.6876385663499995,1.2046E-4,37.034391011,0.542639293
142.31236368965,-13.770971972349999,4.55321E-5,9.190199689,0.255984017
140.77069701065,-8.27097192835,9.24298E-5,28.238348997,0.4513273
133.85403028865,-13.47930530335,3.00441E-5,4.357156524,0.177256668
