variable,x,y
bio15,21.1,0.918168818950653
bio15,21.2908,0.918168818950653
bio15,21.4816,0.918168818950653
bio15,21.672400000000003,0.918168818950653
bio15,21.863200000000003,0.918168818950653
bio15,22.054000000000002,0.918168818950653
bio15,22.2448,0.918168818950653
bio15,22.4356,0.918168818950653
bio15,22.6264,0.918168818950653
bio15,22.8172,0.918168818950653
bio15,23.008000000000003,0.918168818950653
bio15,23.198800000000002,0.918168818950653
bio15,23.3896,0.918168818950653
bio15,23.5804,0.918168818950653
bio15,23.7712,0.918168818950653
bio15,23.962000000000003,0.918168818950653
bio15,24.152800000000003,0.918168818950653
bio15,24.343600000000002,0.918168818950653
bio15,24.5344,0.918168818950653
bio15,24.7252,0.918168818950653
bio15,24.916,0.918168818950653
bio15,25.1068,0.918168818950653
bio15,25.297600000000003,0.918168818950653
bio15,25.488400000000002,0.918168818950653
bio15,25.6792,0.918168818950653
bio15,25.87,0.918168818950653
bio15,26.0608,0.918168818950653
bio15,26.251600000000003,0.918168818950653
bio15,26.442400000000003,0.918168818950653
bio15,26.633200000000002,0.918168818950653
bio15,26.824,0.918168818950653
bio15,27.0148,0.918168818950653
bio15,27.205600000000004,0.918168818950653
bio15,27.3964,0.918168818950653
bio15,27.587200000000003,0.918168818950653
bio15,27.778000000000002,0.918168818950653
bio15,27.9688,0.918168818950653
bio15,28.1596,0.918168818950653
bio15,28.3504,0.918168818950653
bio15,28.541200000000003,0.918168818950653
bio15,28.732,0.918168818950653
bio15,28.922800000000002,0.918168818950653
bio15,29.1136,0.918168818950653
bio15,29.3044,0.918168818950653
bio15,29.495200000000004,0.918168818950653
bio15,29.686,0.918168818950653
bio15,29.876800000000003,0.918168818950653
bio15,30.067600000000002,0.918168818950653
bio15,30.2584,0.918168818950653
bio15,30.449200000000005,0.918168818950653
bio15,30.64,0.918168818950653
bio15,30.830800000000004,0.918168818950653
bio15,31.0216,0.918168818950653
bio15,31.212400000000002,0.918168818950653
bio15,31.403200000000002,0.918168818950653
bio15,31.594,0.918168818950653
bio15,31.784800000000004,0.918168818950653
bio15,31.9756,0.918168818950653
bio15,32.1664,0.918168818950653
bio15,32.357200000000006,0.918168818950653
bio15,32.548,0.918168818950653
bio15,32.738800000000005,0.918168818950653
bio15,32.9296,0.918168818950653
bio15,33.120400000000004,0.918168818950653
bio15,33.3112,0.918168818950653
bio15,33.502,0.918168818950653
bio15,33.692800000000005,0.918168818950653
bio15,33.8836,0.918168818950653
bio15,34.074400000000004,0.918168818950653
bio15,34.2652,0.918168818950653
bio15,34.456,0.918168818950653
bio15,34.6468,0.918168818950653
bio15,34.8376,0.918168818950653
bio15,35.028400000000005,0.918168818950653
bio15,35.2192,0.918168818950653
bio15,35.410000000000004,0.918168818950653
bio15,35.60080000000001,0.918168818950653
bio15,35.7916,0.918168818950653
bio15,35.982400000000005,0.918168818950653
bio15,36.1732,0.918168818950653
bio15,36.364000000000004,0.918168818950653
bio15,36.5548,0.918168818950653
bio15,36.7456,0.918168818950653
bio15,36.936400000000006,0.9181082665920257
bio15,37.1272,0.9180477142333985
bio15,37.318000000000005,0.9178644388914108
bio15,37.5088,0.9176811635494232
bio15,37.699600000000004,0.917495459318161
bio15,37.8904,0.9173097550868988
bio15,38.0812,0.9171215772628785
bio15,38.272000000000006,0.916933399438858
bio15,38.4628,0.9167427629232406
bio15,38.653600000000004,0.9165521264076233
bio15,38.84440000000001,0.9163589894771575
bio15,39.0352,0.9161658525466919
bio15,39.226,0.9159702032804489
bio15,39.41680000000001,0.9157745540142059
bio15,39.607600000000005,0.9155763894319534
bio15,39.7984,0.9153782248497009
bio15,39.989200000000004,0.9151775032281876
bio15,40.18,0.9149767816066742
bio15,40.3708,0.9147734969854355
bio15,40.5616,0.9145702123641968
bio15,40.7524,0.9143643409013749
bio15,40.943200000000004,0.9141584694385528
bio15,41.134,0.9139499962329865
bio15,41.3248,0.9137415230274201
bio15,41.515600000000006,0.9135304272174836
bio15,41.7064,0.913319331407547
bio15,41.8972,0.913105595111847
bio15,42.088,0.9128918588161469
bio15,42.278800000000004,0.9126754611730575
bio15,42.4696,0.9124590635299683
bio15,42.6604,0.9122399896383285
bio15,42.851200000000006,0.9120209157466889
bio15,43.042,0.9117991387844085
bio15,43.232800000000005,0.9115773618221283
bio15,43.42360000000001,0.9113528698682785
bio15,43.6144,0.9111283779144287
bio15,43.8052,0.910901141166687
bio15,43.996,0.9106739044189454
bio15,44.186800000000005,0.9104439109563828
bio15,44.3776,0.9102139174938202
bio15,44.568400000000004,0.9099811315536499
bio15,44.75920000000001,0.9097483456134796
bio15,44.95,0.9095127701759338
bio15,45.140800000000006,0.9092771947383881
bio15,45.33160000000001,0.9090387970209122
bio15,45.522400000000005,0.9088003993034363
bio15,45.7132,0.9085591584444046
bio15,45.903999999999996,0.908317917585373
bio15,46.094800000000006,0.9080738157033921
bio15,46.2856,0.9078297138214111
bio15,46.4764,0.9075827240943909
bio15,46.6672,0.9073357343673706
bio15,46.858000000000004,0.9070858299732208
bio15,47.0488,0.906835925579071
bio15,47.2396,0.9065831065177917
bio15,47.430400000000006,0.9063302874565125
bio15,47.6212,0.9060745120048523
bio15,47.812,0.9058187365531921
bio15,48.00280000000001,0.9055599957704544
bio15,48.1936,0.9053012549877166
bio15,48.3844,0.9050395131111145
bio15,48.5752,0.9047777712345123
bio15,48.766000000000005,0.9045130223035812
bio15,48.9568,0.9042482733726501
bio15,49.147600000000004,0.9039804846048355
bio15,49.33840000000001,0.9037126958370209
bio15,49.5292,0.903441846370697
