Predictor variable,Categorical,Sample average
bio1,false,220.0
bio15,false,88.39285714285714
bio16,false,1645.9642857142858
bio17,false,21.5
bio18,false,500.5357142857143
bio19,false,22.928571428571427
bio2,false,67.32142857142857
bio3,false,47.214285714285715
